action_type,step,expected_utility
ActionType.TRANSFER,205,548.7404406409887
ActionType.TRANSFER,206,546.9286399375595
ActionType.TRANSFER,207,554.106784094179
ActionType.TRANSFER,208,552.2388001597262
ActionType.TRANSFER,209,559.4722644976606
ActionType.TRANSFER,210,557.5489416047366
ActionType.TRANSFER,211,564.8369463544582
ActionType.TRANSFER,212,562.8590664599236
ActionType.TRANSFER,213,570.2008894621139
ActionType.TRANSFER,214,568.1691766596244
ActionType.TRANSFER,215,575.5641492441496
ActionType.TRANSFER,216,573.4792739141941
ActionType.TRANSFER,217,580.9267770594369
ActionType.TRANSFER,218,578.7893597357285
ActionType.TRANSFER,219,586.2888204908032
ActionType.TRANSFER,220,584.0994354608615
ActionType.TRANSFER,221,591.6503236141473
ActionType.TRANSFER,222,589.4095022709674
ActionType.TRANSFER,223,597.0113272492644
ActionType.TRANSFER,224,594.7195612100564
ActionType.TRANSFER,225,602.3718691935316
ActionType.TRANSFER,226,600.1002245343013
ActionType.TRANSFORM,227,613.0272966341513
ActionType.TRANSFORM,228,620.9985350914347
ActionType.TRANSFER,229,602.8425000000136
ActionType.TRANSFER,230,631.2950774176796
ActionType.TRANSFORM,231,644.436401596704
ActionType.TRANSFER,232,643.0444436606646
ActionType.TRANSFER,233,650.020590443933
ActionType.TRANSFER,234,649.0017999709286
ActionType.TRANSFER,235,655.6044553038711
ActionType.TRANSFER,236,654.9483603324169
ActionType.TRANSFER,237,661.1880209131024
ActionType.TRANSFER,238,660.8844211395054
ActionType.TRANSFER,239,666.771310150705
ActionType.TRANSFER,240,666.8102742768788
ActionType.TRANSFER,241,672.3543441746689
ActionType.TRANSFER,242,672.7262069032845
ActionType.TRANSFER,243,677.9371425486039
ActionType.TRANSFER,244,678.6325012647549
ActionType.TRANSFER,245,683.5197233593968
ActionType.TRANSFER,246,684.5294345351266
ActionType.TRANSFER,247,689.1021033264369
ActionType.TRANSFER,248,690.4172786818074
ActionType.TRANSFER,249,694.6842979029849
ActionType.TRANSFER,250,696.2963003548517
ActionType.TRANSFER,251,700.2663213702307
ActionType.TRANSFER,252,702.1667607975276
ActionType.TRANSFER,253,705.8481869245445
ActionType.TRANSFER,254,708.0289157766553
ActionType.TRANSFER,255,711.4299067583966
ActionType.TRANSFER,256,713.8830155311111
ActionType.TRANSFER,257,717.0114921353878
ActionType.TRANSFER,258,719.7293047369798
ActionType.TRANSFER,259,722.5929534598035
ActionType.TRANSFER,260,725.5680224879395
ActionType.TRANSFER,261,728.1743003410813
ActionType.TRANSFER,262,731.3994022895527
ActionType.TRANSFER,263,733.7555416535454
ActionType.TRANSFER,264,737.2236720662173
ActionType.TRANSFER,265,739.3366855917523
ActionType.TRANSFER,266,743.0410541796215
ActionType.TRANSFER,267,744.9177397217557
ActionType.TRANSFER,268,748.8517654576154
ActionType.TRANSFER,269,750.4987110285819
ActionType.TRANSFER,270,754.6560172324905
ActionType.TRANSFER,271,756.0796059601936
ActionType.TRANSFER,272,760.4540153877264
ActionType.TRANSFER,273,761.6604304681874
ActionType.TRANSFER,274,766.2459604123289
ActionType.TRANSFER,275,767.2411900454682
ActionType.TRANSFER,276,772.0320474619456
ActionType.TRANSFER,277,772.8218897611133
ActionType.TRANSFER,278,777.8124664260046
ActionType.TRANSFER,279,778.4025342926361
ActionType.TRANSFER,280,783.5874020001733
ActionType.TRANSFER,281,783.9831279558356
ActionType.TRANSFER,282,789.357033763493
ActionType.TRANSFER,283,789.5636747324069
ActionType.TRANSFER,284,795.1215362595864
ActionType.TRANSFER,285,795.1441782954812
ActionType.TRANSFER,286,800.8810790813818
ActionType.TRANSFER,287,800.7246420332441
ActionType.TRANSFER,288,806.6358269588475
ActionType.TRANSFER,289,806.3050690707726
ActionType.TRANSFER,290,812.3859398492614
ActionType.TRANSFER,291,811.8854622902276
ActionType.TRANSFER,292,818.1315730295817
ActionType.TRANSFER,293,817.4658243495156
ActionType.TRANSFER,294,823.8728771905223
ActionType.TRANSFER,295,823.0461576995424
ActionType.TRANSFER,296,829.609998531967
ActionType.TRANSFER,297,828.6264646001529
ActionType.TRANSFER,298,835.3430788593852
ActionType.TRANSFER,299,834.206747134865
ActionType.TRANSFER,300,841.0722556809466
ActionType.TRANSFER,301,839.7870072244812
ActionType.TRANSFER,302,846.7976623050517
ActionType.TRANSFER,303,845.3672466396619
ActionType.TRANSFER,304,852.5194279380279
ActionType.TRANSFER,305,850.9474670125426
ActionType.TRANSFER,306,858.237677781756
ActionType.TRANSFER,307,856.5276698474612
ActionType.TRANSFER,308,863.9525331310198
ActionType.TRANSFER,309,862.1078565308657
ActionType.TRANSFER,310,869.6641114703918
ActionType.TRANSFER,311,867.6880283404646
ActionType.TRANSFER,312,875.3725265704765
ActionType.TRANSFER,313,873.2681864536729
ActionType.TRANSFER,314,881.0778885833676
ActionType.TRANSFER,315,878.848331955413
ActionType.TRANSFER,316,886.7803041371749
ActionType.TRANSFER,317,884.4284658453107
ActionType.TRANSFER,318,892.479876429501
ActionType.TRANSFER,319,890.008589044345
ActionType.TRANSFER,320,898.1767053197609
ActionType.TRANSFER,321,895.5887024009776
ActionType.TRANSFER,322,903.8708874202429
ActionType.TRANSFER,323,901.1688066968152
ActionType.TRANSFER,324,909.5625161858337
ActionType.TRANSFER,325,906.7489026518316
ActionType.TRANSFER,326,915.2516820023302
ActionType.TRANSFER,327,912.3289909291879
ActionType.TRANSFER,328,920.9384722732756
ActionType.TRANSFER,329,917.9090721396769
ActionType.TRANSFER,330,926.6229715052649
ActionType.TRANSFER,331,923.489146845827
ActionType.TRANSFER,332,932.3052613916778
ActionType.TRANSFER,333,929.0692155656842
ActionType.TRANSFER,334,937.9854208947952
ActionType.TRANSFER,335,934.6492787763028
ActionType.TRANSFER,336,943.663526326274
ActionType.TRANSFER,337,940.2293369169636
ActionType.TRANSFER,338,949.3396514259551
ActionType.TRANSFER,339,945.8093903921425
ActionType.TRANSFER,340,955.0138674389833
ActionType.TRANSFER,341,951.3894395742467
ActionType.TRANSFER,342,960.6862431912291
ActionType.TRANSFER,343,956.9694848061404
ActionType.TRANSFER,344,966.356845163005
ActionType.TRANSFER,345,962.5495264034696
ActionType.TRANSFER,346,972.0257375610712
ActionType.TRANSFER,347,968.1295646568093
ActionType.TRANSFER,348,977.6929823889336
ActionType.TRANSFER,349,973.7095998336387
ActionType.TRANSFER,350,983.3586395154371
ActionType.TRANSFER,351,979.2896321801662
ActionType.TRANSFER,352,989.022766741662
ActionType.TRANSFER,353,984.8696619230085
ActionType.TRANSFER,354,994.6854198661375
ActionType.TRANSFER,355,990.4496892707407
ActionType.TRANSFER,356,1000.34665274838
ActionType.TRANSFER,357,996.0297144153199
ActionType.TRANSFER,358,1006.0065173707808
ActionType.TRANSFER,359,1001.6097375334042
ActionType.TRANSFER,360,1011.6650638988517
ActionType.TRANSFER,361,1007.1897587875629
ActionType.TRANSFER,362,1017.3223407398581
ActionType.TRANSFER,363,1012.7697783273923
ActionType.TRANSFER,364,1022.9783945998538
ActionType.TRANSFER,365,1018.3497962905454
ActionType.TRANSFER,366,1028.6332705391442
ActionType.TRANSFER,367,1023.9298128036801
ActionType.TRANSFER,368,1034.287012026207
ActionType.TRANSFER,369,1029.50982798333
ActionType.TRANSFER,370,1039.9396609900828
ActionType.TRANSFER,371,1035.0898419367118
ActionType.TRANSFER,372,1045.5912578712807
ActionType.TRANSFER,373,1040.6698547624637
ActionType.TRANSFER,374,1051.2418416712094
ActionType.TRANSFER,375,1046.2498665513292
ActionType.TRANSFER,376,1056.8914500001733
ActionType.TRANSFER,377,1051.829877386784
ActionType.TRANSFER,378,1062.5401191239575
ActionType.TRANSFER,379,1057.4098873456162
ActionType.TRANSFER,380,1068.1878840090296
ActionType.TRANSFER,381,1062.989896498458
ActionType.TRANSFER,382,1073.8347783663928
ActionType.TRANSFER,383,1068.5699049102768
ActionType.TRANSFER,384,1079.4808346941154
ActionType.TRANSFER,385,1074.149912640828
ActionType.TRANSFER,386,1085.126084318568
ActionType.TRANSFER,387,1079.7299197450707
ActionType.TRANSFER,388,1090.7705574343993
ActionType.TRANSFER,389,1085.3099262735486
ActionType.TRANSFER,390,1096.4142831432769
ActionType.TRANSFER,391,1090.8899322727455
ActionType.TRANSFER,392,1102.0572894914292
ActionType.TRANSFER,393,1096.4699377854085
ActionType.TRANSFER,394,1107.6996035060106
ActionType.TRANSFER,395,1102.049942850848
ActionType.TRANSFER,396,1113.3412512303262
ActionType.TRANSFER,397,1107.6299475052106
ActionType.TRANSFER,398,1118.9822577579387
ActionType.TRANSFER,399,1113.2099517817344
ActionType.TRANSFER,400,1124.6226472656933
ActionType.TRANSFER,401,1118.7899557109802
ActionType.TRANSFER,402,1130.2624430456824
ActionType.TRANSFER,403,1124.3699593210483
ActionType.TRANSFER,404,1135.9016675361845
ActionType.TRANSFER,405,1129.9499626377742
ActionType.TRANSFER,406,1141.5403423516
ActionType.TRANSFER,407,1135.52996568491
ActionType.TRANSFER,408,1147.178488311417
ActionType.TRANSFER,409,1141.1099684842925
ActionType.TRANSFER,410,1152.8161254682257
ActionType.TRANSFER,411,1146.6899710559967
ActionType.TRANSFER,412,1158.4532731348195
ActionType.TRANSFER,413,1152.269973418477
ActionType.TRANSFER,414,1164.0899499103966
ActionType.TRANSFER,415,1157.8499755886987
ActionType.TRANSFER,416,1169.7261737058996
ActionType.TRANSFER,417,1163.4299775822549
ActionType.TRANSFER,418,1175.3619617685072
ActionType.TRANSFER,419,1169.0099794134806
ActionType.TRANSFER,420,1180.9973307053108
ActionType.TRANSFER,421,1174.5899810955502
ActionType.TRANSFER,422,1186.6322965061972
ActionType.TRANSFER,423,1180.169982640574
ActionType.TRANSFER,424,1192.2668745659619
ActionType.TRANSFER,425,1185.7499840596827
ActionType.TRANSFER,426,1197.9010797056715
ActionType.TRANSFER,427,1191.329985363105
ActionType.TRANSFER,428,1203.534926193307
ActionType.TRANSFER,429,1196.909986560243
ActionType.TRANSFER,430,1209.1684277637014
ActionType.TRANSFER,431,1202.4899876597362
ActionType.TRANSFER,432,1214.8015976377972
ActionType.TRANSFER,433,1208.069988669525
ActionType.TRANSFER,434,1220.4344485412453
ActionType.TRANSFER,435,1213.6499895969057
ActionType.TRANSFER,436,1226.0669927223635
ActionType.TRANSFER,437,1219.2299904485837
ActionType.TRANSFER,438,1231.6992419694768
ActionType.TRANSFER,439,1224.8099912307205
ActionType.TRANSFER,440,1237.331207627658
ActionType.TRANSFER,441,1230.389991948978
ActionType.TRANSFER,442,1242.9629006148864
ActionType.TRANSFER,443,1235.9699926085573
ActionType.TRANSFER,444,1248.5943314376475
ActionType.TRANSFER,445,1241.549993214239
ActionType.TRANSFER,446,1254.2255102059858
ActionType.TRANSFER,447,1247.129993770415
ActionType.TRANSFER,448,1259.8564466480314
ActionType.TRANSFER,449,1252.7099942811199
ActionType.TRANSFER,450,1265.4871501240204
ActionType.TRANSFER,451,1258.2899947500612
ActionType.TRANSFER,452,1271.1176296398176
ActionType.TRANSFER,453,1263.8699951806448
ActionType.TRANSFER,454,1276.7478938599647
ActionType.TRANSFER,455,1269.4499955759995
ActionType.TRANSFER,456,1282.3779511202717
ActionType.TRANSFER,457,1275.0299959389997
ActionType.TRANSFER,458,1288.0078094399532
ActionType.TRANSFER,459,1280.6099962722865
