action_type,step,expected_utility
ActionType.TRANSFER,143,480.87893939268685
ActionType.TRANSFER,144,472.3919975749557
ActionType.TRANSFER,145,487.7096858014804
ActionType.TRANSFER,146,487.15315706164546
ActionType.TRANSFER,147,493.89308170820493
ActionType.TRANSFER,148,497.76565207606313
ActionType.TRANSFER,149,489.46499755429016
ActionType.TRANSFER,150,504.6430361402807
ActionType.TRANSFORM,151,514.8526813984327
ActionType.TRANSFORM,152,525.1516891708607
ActionType.TRANSFORM,153,532.10709677691
ActionType.TRANSFER,154,527.9257921732336
ActionType.TRANSFER,155,528.7049904750681
ActionType.TRANSFER,156,542.3222160499124
ActionType.TRANSFER,157,545.6738110290275
ActionType.TRANSFER,158,501.96600000000427
ActionType.TRANSFER,159,548.0711408555393
ActionType.TRANSFER,160,556.8693648928207
ActionType.TRANSFER,161,546.9974994591415
ActionType.TRANSFER,162,561.3027933597422
ActionType.TRANSFER,163,567.4558746907437
ActionType.TRANSFER,164,565.3885740240497
ActionType.TRANSFER,165,562.8149969916112
ActionType.TRANSFER,166,575.1687181784465
ActionType.TRANSFER,167,581.5508204625461
ActionType.TRANSFER,168,570.7799997806467
ActionType.TRANSFER,169,520.9425000000017
ActionType.TRANSFER,170,592.1084750389392
ActionType.TRANSFER,171,542.4975000000053
ActionType.TRANSFER,172,592.1096952095235
ActionType.TRANSFER,173,541.0575000000036
ActionType.TRANSFER,174,606.1695465104805
ActionType.TRANSFORM,175,613.6156940279103
ActionType.TRANSFER,176,593.9999999999628
ActionType.TRANSFER,177,613.3047987032543
ActionType.TRANSFER,178,592.7399999999982
ActionType.TRANSFER,179,627.7479857795463
ActionType.TRANSFER,180,607.4999999999768
ActionType.TRANSFER,181,627.1648563875092
ActionType.TRANSFER,182,606.0599999999889
ActionType.TRANSFER,183,641.8670930999525
ActionType.TRANSFER,184,620.999999999993
ActionType.TRANSFER,185,641.0248975915902
ActionType.TRANSFER,186,585.9
ActionType.TRANSFER,187,655.9748526345774
ActionType.TRANSFER,188,600.660000000002
ActionType.TRANSFER,189,654.8849270078539
ActionType.TRANSFER,190,641.2499999999878
ActionType.TRANSFER,191,670.0728544461554
ActionType.TRANSFER,192,656.6399999901095
ActionType.TRANSFER,193,607.9499999999902
ActionType.TRANSFER,194,680.6407865494581
ActionType.TRANSFER,195,623.025000000002
ActionType.TRANSFER,196,679.1399596857206
ActionType.TRANSFER,197,664.8749999999993
ActionType.TRANSFER,198,694.7249062772481
ActionType.TRANSFER,199,680.5799999960208
ActionType.TRANSFER,200,620.999999999998
ActionType.TRANSFER,201,705.2837343242318
ActionType.TRANSFER,202,690.8399999972963
ActionType.TRANSFER,203,666.8549999999959
ActionType.TRANSFER,204,706.8599795762779
ActionType.TRANSFER,205,691.8749999999894
ActionType.TRANSFER,206,722.8748183702576
ActionType.TRANSFER,207,707.9399999985853
ActionType.TRANSFER,208,655.2
ActionType.TRANSFER,209,733.425843116144
ActionType.TRANSFER,210,718.1999999990398
ActionType.TRANSFER,211,693.1349999999849
ActionType.TRANSFER,212,734.579989668987
ActionType.TRANSFER,213,718.8750000000001
ActionType.TRANSFER,214,751.0057771531532
ActionType.TRANSFER,215,735.2999999995062
ActionType.TRANSFER,216,680.4
ActionType.TRANSFER,217,761.551081218421
ActionType.TRANSFER,218,745.5599999996557
ActionType.TRANSFER,219,719.4149999999843
ActionType.TRANSFER,220,762.2999947816569
ActionType.TRANSFER,221,735.9299999999978
ActionType.TRANSFER,222,779.1228511014388
ActionType.TRANSFER,223,752.6250000000001
ActionType.TRANSFER,224,776.1599962931103
ActionType.TRANSFER,225,739.1249999999955
ActionType.TRANSFER,226,783.0899968761198
ActionType.TRANSFER,227,745.695000000007
ActionType.TRANSFER,228,790.019997367633
ActionType.TRANSFER,229,752.2649999999953
ActionType.TRANSFER,230,796.9499977819703
ActionType.TRANSFER,231,758.8349999999953
ActionType.TRANSFER,232,803.8799981312397
ActionType.TRANSFER,233,765.4049999999953
ActionType.TRANSFER,234,810.8099984256268
ActionType.TRANSFER,235,771.9749999999951
ActionType.TRANSFER,236,817.739998673748
ActionType.TRANSFER,237,629.2350000000097
ActionType.TRANSFER,238,803.2500000000123
ActionType.TRANSFER,239,838.8413294154399
ActionType.TRANSFER,240,820.7999999999835
ActionType.TRANSFER,241,780.8399999999926
ActionType.TRANSFER,242,849.3769418020963
ActionType.TRANSFER,243,831.0599999999774
ActionType.TRANSFER,244,801.5399999999825
ActionType.TRANSFER,245,848.9249993875034
ActionType.TRANSFER,246,830.25
ActionType.TRANSFER,247,866.934906795604
ActionType.TRANSFER,248,848.159999999996
ActionType.TRANSFER,249,761.9399999999949
ActionType.TRANSFER,250,877.4689660509063
ActionType.TRANSFER,251,847.1249999999872
ActionType.TRANSFER,252,873.1799996644683
ActionType.TRANSFER,253,842.4899999999975
ActionType.TRANSFER,254,891.5136634837854
ActionType.TRANSFER,255,860.625
ActionType.TRANSFER,256,887.0399997622035
ActionType.TRANSFER,257,844.245000000008
ActionType.TRANSFER,258,893.9699997998252
ActionType.TRANSFER,259,850.8150000000079
ActionType.TRANSFER,260,900.8999998315052
ActionType.TRANSFER,261,692.9550000000107
ActionType.TRANSFER,262,884.2500000000134
ActionType.TRANSFER,263,923.1118117381702
ActionType.TRANSFER,264,902.8800000000019
ActionType.TRANSFER,265,858.5999999999918
ActionType.TRANSFER,266,933.6439273648951
ActionType.TRANSFER,267,913.1400000000023
ActionType.TRANSFER,268,880.3799999999945
ActionType.TRANSFER,269,932.0849999224527
ActionType.TRANSFER,270,911.25
ActionType.TRANSFER,271,951.1969245139577
ActionType.TRANSFER,272,930.2400000000165
ActionType.TRANSFER,273,835.3800000000084
ActionType.TRANSFER,274,961.7284492851518
ActionType.TRANSFER,275,928.125
ActionType.TRANSFER,276,956.339999957613
ActionType.TRANSFER,277,922.4099999999972
ActionType.TRANSFER,278,975.7702112029466
ActionType.TRANSFER,279,941.625
ActionType.TRANSFER,280,970.1999999700109
ActionType.TRANSFER,281,923.0850000000087
ActionType.TRANSFER,282,977.1299999747731
ActionType.TRANSFER,283,929.6550000000087
ActionType.TRANSFER,284,984.0599999787803
ActionType.TRANSFER,285,756.6749999999971
ActionType.TRANSFER,286,965.2500000000001
ActionType.TRANSFER,287,1007.3632597636979
ActionType.TRANSFER,288,984.9600000000029
ActionType.TRANSFER,289,936.3599999999913
ActionType.TRANSFER,290,1017.894049400508
ActionType.TRANSFER,291,995.2199999999882
ActionType.TRANSFER,292,959.2199999999791
ActionType.TRANSFER,293,1015.2449999902495
ActionType.TRANSFER,294,992.2500000000001
ActionType.TRANSFER,295,1035.445166439229
ActionType.TRANSFER,296,1012.3200000000031
ActionType.TRANSFER,297,908.8199999999939
ActionType.TRANSFER,298,1045.9757339015034
ActionType.TRANSFER,299,1009.1249999999848
ActionType.TRANSFER,300,1039.4999999946788
ActionType.TRANSFER,301,1002.3299999999971
ActionType.TRANSFER,302,1060.0163888338752
ActionType.TRANSFER,303,1022.625
ActionType.TRANSFER,304,1053.3599999962353
ActionType.TRANSFER,305,1001.9249999999938
ActionType.TRANSFER,306,1060.2899999968488
ActionType.TRANSFER,307,1008.4950000000094
ActionType.TRANSFER,308,1067.2199999973514
ActionType.TRANSFER,309,820.3950000000127
ActionType.TRANSFER,310,1046.250000000016
ActionType.TRANSFER,311,1091.6075196716606
ActionType.TRANSFER,312,1067.0400000000031
ActionType.TRANSFER,313,1014.1199999999903
ActionType.TRANSFER,314,1102.1378119972833
ActionType.TRANSFER,315,1077.3000000000031
ActionType.TRANSFER,316,1038.0599999999936
ActionType.TRANSFER,317,1098.4049999987913
