action_type,step,expected_utility,state_quality
ActionType.TRANSFORM,2,-0.1524200553357776,30.699999999999996
ActionType.TRANSFORM,3,-0.08089874174280556,30.749999999999996
ActionType.TRANSFORM,4,0.05571880084992942,30.8
ActionType.TRANSFORM,5,0.2962739343992288,30.85
ActionType.TRANSFORM,6,0.6885881262677283,30.9
ActionType.TRANSFORM,7,1.2670249692915014,30.95
ActionType.TRANSFORM,8,2.0228915912417174,31.0
ActionType.TRANSFORM,9,2.9042077594297027,31.05
ActionType.TRANSFORM,10,3.8555648640218934,31.1
ActionType.TRANSFORM,11,4.851766997927397,31.15
ActionType.TRANSFORM,12,5.896027640646082,31.200000000000003
ActionType.TRANSFORM,13,7.002379114972818,31.250000000000004
ActionType.TRANSFER,14,1.615083250760546,31.265000000000004
ActionType.TRANSFER,15,1.3186443439546385,31.290000000000003
ActionType.TRANSFER,16,1.1325566193745842,31.305
ActionType.TRANSFER,17,0.7899139949649046,31.33
ActionType.TRANSFER,18,0.5920720509190558,31.345
ActionType.TRANSFER,19,0.3169312822447408,31.37
ActionType.TRANSFORM,20,0.32426215281307397,31.419999999999998
ActionType.TRANSFER,21,6.642015941130918,31.22
ActionType.TRANSFER,22,6.509566317983173,31.235
ActionType.TRANSFER,23,5.636097540520392,31.259999999999998
ActionType.TRANSFER,24,5.0710352484311505,31.275
ActionType.TRANSFER,25,3.7504988028066153,31.3
ActionType.TRANSFORM,26,4.222494901760374,31.349999999999998
ActionType.TRANSFER,27,11.89397254129464,31.15
ActionType.TRANSFER,28,13.050356501345972,31.209999999999997
ActionType.TRANSFER,29,13.421083382313922,31.234999999999996
ActionType.TRANSFER,30,14.214487744305327,31.22
ActionType.TRANSFER,31,14.463754158946172,31.245
ActionType.TRANSFORM,32,16.378892167521258,31.295
ActionType.TRANSFER,33,17.395298056836644,31.265
ActionType.TRANSFER,34,17.882195413871322,31.29
ActionType.TRANSFER,35,18.684032867588595,31.275
ActionType.TRANSFER,36,19.00964676875954,31.3
ActionType.TRANSFORM,37,21.220966289325304,31.349999999999998
ActionType.TRANSFORM,38,22.749818900898216,31.375
ActionType.TRANSFER,39,22.802306061543852,31.39
ActionType.TRANSFER,40,20.907436145420622,31.415
ActionType.TRANSFER,41,18.892908155841557,31.43
ActionType.TRANSFER,42,16.253981379942417,31.080000000000002
ActionType.TRANSFER,43,26.41626632779894,31.380000000000003
ActionType.TRANSFER,44,27.351415051533245,31.365000000000002
ActionType.TRANSFER,45,27.552740200844184,31.390000000000004
ActionType.TRANSFER,46,28.75939233432717,31.375000000000004
ActionType.TRANSFER,47,28.455641843112282,31.400000000000002
ActionType.TRANSFER,48,28.039944671543992,31.3
ActionType.TRANSFER,49,30.94188275189254,31.375
ActionType.TRANSFER,50,31.421599947475737,31.39
ActionType.TRANSFER,51,29.895849289973704,31.415
ActionType.TRANSFER,52,33.05654618836897,31.384999999999998
ActionType.TRANSFER,53,32.27152138659385,31.41
ActionType.TRANSFORM,54,35.266013506400995,31.46
ActionType.TRANSFER,55,37.67470861632646,31.430000000000003
ActionType.TRANSFER,56,37.554501483379866,31.455000000000002
ActionType.TRANSFER,57,39.15880907846847,31.44
ActionType.TRANSFER,58,38.00586043176128,31.465000000000003
ActionType.TRANSFORM,59,41.26648698135153,31.515
ActionType.TRANSFER,60,43.8132135987459,31.5
ActionType.TRANSFORM,61,45.99053777165824,31.525000000000002
ActionType.TRANSFER,62,43.23821139699136,31.425000000000004
ActionType.TRANSFER,63,47.755762248959705,31.525000000000002
ActionType.TRANSFER,64,47.19434833362124,31.540000000000003
ActionType.TRANSFER,65,49.66282574527748,31.515000000000004
ActionType.TRANSFER,66,50.13029934371966,31.530000000000005
ActionType.TRANSFER,67,47.029460434785086,31.430000000000003
ActionType.TRANSFER,68,51.90276294333374,31.505000000000003
ActionType.TRANSFORM,69,55.78303665831137,31.555000000000003
ActionType.TRANSFER,70,56.95336535606602,31.570000000000004
ActionType.TRANSFER,71,57.00075215495367,31.545
ActionType.TRANSFER,72,58.698081839912774,31.575
ActionType.TRANSFER,73,53.69924981376247,31.5
ActionType.TRANSFER,74,53.858512407984456,31.515
ActionType.TRANSFER,75,54.427549005386425,31.5
ActionType.TRANSFER,76,55.49247916763829,31.525
ActionType.TRANSFER,77,56.750085674012126,31.5
ActionType.TRANSFER,78,57.881525899378246,31.515
ActionType.TRANSFER,79,58.775246780807315,31.5
ActionType.TRANSFER,80,58.84401973300542,31.525
ActionType.TRANSFER,81,58.9027421887766,31.54
ActionType.TRANSFER,82,60.72291696080363,31.525
ActionType.TRANSFER,83,62.149107439376756,31.5
ActionType.TRANSFER,84,63.24095488982468,31.515
ActionType.TRANSFER,85,63.55870016026766,31.5
ActionType.TRANSFER,86,64.83718574730901,31.525
ActionType.TRANSFER,87,64.78623829765971,31.5
ActionType.TRANSFER,88,66.52470938060723,31.53
ActionType.TRANSFER,89,67.32196260202379,31.515
ActionType.TRANSFER,90,67.99413333373829,31.5
ActionType.TRANSFER,91,68.14802994832506,31.525
ActionType.TRANSFER,92,68.44470888807409,31.55
ActionType.TRANSFORM,93,73.30214919226498,31.600000000000005
ActionType.TRANSFORM,94,76.30829276527615,31.625000000000004
ActionType.TRANSFER,95,71.73594305589546,31.640000000000004
ActionType.TRANSFER,96,73.64848381119133,31.625000000000004
ActionType.TRANSFER,97,71.43198934007297,31.650000000000002
ActionType.TRANSFER,98,56.46793455343869,31.665000000000003
ActionType.TRANSFER,99,59.83832329194386,31.650000000000002
ActionType.TRANSFER,100,57.390155986198266,31.299999999999997
ActionType.TRANSFER,101,84.39980050174624,31.599999999999998
ActionType.TRANSFER,102,85.56761381919429,31.615
ActionType.TRANSFER,103,86.26563842473846,31.599999999999998
ActionType.TRANSFER,104,86.34912339809385,31.625000000000004
ActionType.TRANSFER,105,84.78643497031622,31.640000000000004
ActionType.TRANSFER,106,86.97421456765646,31.625000000000004
ActionType.TRANSFER,107,83.55712609059243,31.525
ActionType.TRANSFER,108,91.15970064216297,31.599999999999998
ActionType.TRANSFORM,109,96.91358748740583,31.649999999999995
ActionType.TRANSFER,110,97.87993864993157,31.664999999999996
ActionType.TRANSFER,111,98.05082927911423,31.679999999999996
ActionType.TRANSFER,112,97.85585518997891,31.649999999999995
ActionType.TRANSFER,113,100.38090595372395,31.674999999999994
ActionType.TRANSFER,114,101.40906859362924,31.649999999999995
ActionType.TRANSFER,115,103.14877647406955,31.664999999999996
ActionType.TRANSFER,116,103.30657240848365,31.649999999999995
ActionType.TRANSFER,117,104.54883750288643,31.674999999999994
